Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,Tax_Percent_2022,Tax_Percent_2023,Tax_Percent_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3)
Voltas Limited (NSEI:VOLTAS),NSEI:VOLTAS,Engineering/Construction,Industrials,7934,9499,12481,7362,9045,12145,188,-77,253,26,30,56,37,40,48,27%,56%,49%,36%,104%,72%,33,33,33,5466,5419,5787,361,651,744,3874,4171,5430,384,525,548,59,98,368,3615,3109,3508,5676,6542,7571,584,159,762,-365,-82,-522,-107,55,-116,47460,1434,30.3,"Unitary Cooling Products(UCP) [1] Unitary Cooling products comprises Room Air Conditioners (RAC), Air Coolers, Air Purifiers, Water Heaters, Water Dispensers, Water Coolers, Visi Coolers, Chest Freezers, Cold Rooms & Medical Refrigeration. As of Q1FY25, company has 21.2% market share in room Acs and 36% in window ACs . It has 30,000+ touchpoints, 330+ EBOs and 5 Experience Zones. The company sold 1 mn units in 88 days. [2]",Large,392,484,598,0.03140774,0.050952732,0.075371817,0.05257743,33.09623431,3.802579921,6596.333333,11447,9749,9350,439,102,-0.211734694,0.041322314,5820,5452,5499,6564,6103,5860,0.059719683,0.07930526,0.102047782,6.468546638,6.440329218,0.113345521,0.106668851,0.061604096,6.445797573,1,13.5,12.70043775,1.040516882,0.041823572,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[13105, 13760, 14448, 15171, 15929, 16726, 17562, 18440, 19362, 20330, 21347]",TRUE,"[np.float64(0.03), np.float64(0.04), np.float64(0.04), np.float64(0.05), np.float64(0.05), np.float64(0.06), np.float64(0.06), np.float64(0.07), np.float64(0.07), np.float64(0.08), np.float64(0.08)]","[np.float64(275.2), np.float64(385.28), np.float64(404.54), np.float64(530.98), np.float64(557.52), np.float64(702.49), np.float64(737.6), np.float64(903.56), np.float64(948.74), np.float64(1138.48), np.float64(1195.43)]",1314.61,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0952,"[520.0, 436.67, 362.11, 314.35, 280.74, 295.19, 309.63, 325.19, 341.48, 358.52, np.float64(627.85)]","[462.22, 545.83, 655.24, 803.33, 1010.67, 1226.15, 1520.0, 1951.11, 2634.29, 3226.67, np.float64(627.85)]","[480.0, 409.38, 344.0, 301.25, 303.2, 318.8, 334.4, 418.1, 542.35, 744.62, np.float64(627.85)]",0.1126,0.0553,0.1058,4171.73,14663.36,4823.95
AIA Engineering Limited (NSEI:AIAENG),NSEI:AIAENG,Machinery,Industrials,3567,4909,4854,2841,3663,3513,156,235,281,8,25,33,92,93,100,21%,22%,24%,14%,14%,13%,19,19,19,4736,5672,6639,10,503,461,361,437,375,790,1003,1110,210,107,92,1055,2254,3043,3070,3266,3249,-39,868,903,101,-1212,-819,-268,395,-211,34214,3622,58.5,Long Gestation Period to Acquire a Client AIAE engages with a customer over 18 to 24 months to develop a mine site by doing trials and establishing optimal chrome grade for that set of operating conditions. Because of these benefits we expect high chrome to take higher market share forged over a time. [1],Large,1374,1271,734,0.283065513,0.258912202,0.205775161,0.249250959,9.446162341,7.048619695,3195,6384,5627,4335,819,1216,0,0.003147128,6658,5691,4755,7119,6194,4765,0.193004635,0.205198579,0.154039874,-0.059459459,0.939118265,0.064756286,0.08120762,0.002098636,30.70951011,1,13.5,14.61442396,0.647718175,0.168726823,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[5339, 5873, 6402, 6914, 7467, 8065, 8629, 9147, 9696, 10277, 10791]",TRUE,"[np.float64(0.28), np.float64(0.27), np.float64(0.25), np.float64(0.23), np.float64(0.22), np.float64(0.2), np.float64(0.19), np.float64(0.17), np.float64(0.15), np.float64(0.14), np.float64(0.12)]","[np.float64(1046.44), np.float64(1110.0), np.float64(1120.35), np.float64(1113.15), np.float64(1149.92), np.float64(1129.1), np.float64(1147.66), np.float64(1088.49), np.float64(1018.08), np.float64(1007.15), np.float64(906.44)]",-200,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1888,"[404.17, 356.0, 278.42, 222.61, 204.81, 221.48, 208.89, 191.85, 203.33, 215.19, np.float64(240.05)]","[359.26, 445.0, 503.81, 568.89, 737.33, 920.0, 1025.45, 1151.11, 1568.57, 1936.67, np.float64(240.05)]","[373.08, 333.75, 264.5, 213.33, 221.2, 239.2, 225.6, 246.67, 322.94, 446.92, np.float64(240.05)]",0.1046,0.0617,0.1007,2746.8,9456.14,3127.24
Bajaj Steel Industries Limited (BSE:507944),BSE:507944,Machinery,Industrials,437,549,551,385,457,470,13,19,15,8,7,5,9,10,12,25%,28%,26%,3%,2%,3%,3,3,3,204,271,330,64,43,64,124,129,168,86,111,185,14,24,10,4,22,22,291,289,346,55,27,55,-20,-52,-66,4,-22,19,1559,750,48.27,"Business Overview: [1] BSIL is an ISO 9001:2008 and ISO/TS 16949 certified company, uniquely producing machinery for all cotton ginning technologies (Double Roller, Saw Gin, and Rotobar) and all pressing technologies, as well as seed cleaning, delinting, and decorticating. It also engages in general engineering fabrication, machining, intelligent electrical panel manufacturing, and various other engineering activities.",Small,86,99,60,0.156079855,0.180327869,0.137299771,0.157902498,2.078666667,2.829401089,308.6666667,378,335,309,4,21,-0.720930233,-0.313131313,333,274,207,397,317,271,0.216624685,0.312302839,0.221402214,0.025,2.434782609,0.161209068,0.135646688,0.236162362,12.19718992,1.4,15.9,15.30307344,0.978685613,0.119782214,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[606, 667, 727, 785, 848, 915, 980, 1038, 1101, 1167, 1225]",FALSE,"[np.float64(0.16), np.float64(0.15), np.float64(0.15), np.float64(0.15), np.float64(0.14), np.float64(0.14), np.float64(0.13), np.float64(0.13), np.float64(0.13), np.float64(0.12), np.float64(0.12)]","[np.float64(67.87), np.float64(70.04), np.float64(76.33), np.float64(82.42), np.float64(83.1), np.float64(89.67), np.float64(89.18), np.float64(94.46), np.float64(100.19), np.float64(98.03), np.float64(102.9)]",50.04,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1888,"[45.83, 40.67, 31.58, 25.22, 23.33, 24.81, 24.07, 21.48, 23.33, 24.44, np.float64(27.25)]","[40.74, 50.83, 57.14, 64.44, 84.0, 103.08, 118.18, 128.89, 180.0, 220.0, np.float64(27.25)]","[42.31, 38.12, 30.0, 24.17, 25.2, 26.8, 26.0, 27.62, 37.06, 50.77, np.float64(27.25)]",0.1438,0.0679,0.1352,312.01,1074.55,355.3
International Conveyors Limited (BSE:509709),BSE:509709,Machinery,Industrials,205,215,134,186,186,113,14,14,67,4,4,9,2,2,2,40%,23%,19%,42%,25%,11%,7,6,6,210,209,267,20,65,125,69,31,42,17,16,15,0,0,0,119,157,252,168,138,172,37,4,12,1,-18,-48,-37,15,34,464,73.4,68.6,"Business Overview: [1] [2] [3] ICL is an ISO 9001:2015-certified company and India’s only listed player in PVC Conveyor Belting , a critical consumable for high-growth sectors like mining and bulk transportation of materials such as coal, potash, and salt. - The company specializes in solid woven conveyor belting for both underground and above-ground applications. - Its in-house design team manages the entire process, from preliminary system designs involving power and tension calculations to detailed design. - In addition to its core manufacturing operations, ICL also engages in the trading of steel cord conveyor belts and fasteners . - The company has a treasury segment that focuses on investments in equity instruments, inter-corporate deposits, and mutual funds.",Micro,30,33,23,0.223880597,0.153488372,0.112195122,0.16318803,6.321525886,3.462686567,159.3333333,424,295,287,118,46,2.333333333,0.848484848,273,215,217,398,280,237,0.075376884,0.117857143,0.097046414,-0.686440678,0.23255814,0.314070352,0.232142857,0.084388186,11.11794872,1.6,17.1,15.22121505,0.30523918,0.358208955,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[147, 162, 177, 191, 206, 223, 238, 253, 268, 284, 298]",FALSE,"[np.float64(0.22), np.float64(0.21), np.float64(0.2), np.float64(0.19), np.float64(0.18), np.float64(0.17), np.float64(0.16), np.float64(0.15), np.float64(0.14), np.float64(0.13), np.float64(0.12)]","[np.float64(22.64), np.float64(23.81), np.float64(24.78), np.float64(25.4), np.float64(25.96), np.float64(26.54), np.float64(26.66), np.float64(26.56), np.float64(26.26), np.float64(25.84), np.float64(25.03)]",3.41,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1888,"[10.83, 10.0, 7.89, 6.09, 5.56, 6.3, 5.56, 5.56, 5.56, 5.93, np.float64(6.63)]","[9.63, 12.5, 14.29, 15.56, 20.0, 26.15, 27.27, 33.33, 42.86, 53.33, np.float64(6.63)]","[10.0, 9.38, 7.5, 5.83, 6.0, 6.8, 6.0, 7.14, 8.82, 12.31, np.float64(6.63)]",0.0553,0.0396,0.0541,75.91,261.55,86.41
Lakshmi Machine Works Limited (BSE:500252),BSE:500252,Machinery,Industrials,3171,4719,4696,2924,4269,4261,51,147,143,0,0,0,60,78,96,24%,26%,22%,24%,27%,21%,11,11,11,1980,2328,2693,0,0,0,1656,1752,1328,721,903,972,6,24,9,448,508,641,2471,2654,2409,485,364,141,-448,-242,-74,-11,-43,-105,15938,14952,31.13,"Business Model [1] Lakshmi Machine Works Limited (LMW) operates a diversified business model spanning multiple industrial sectors, primarily focusing on manufacturing high-quality, precision-engineered products.",Mid,435,450,247,0.092632027,0.095359186,0.077893409,0.088628208,1.065944355,3.3939523,2511.333333,3059,3186,2925,297,165,0.512643678,-0.171111111,2704,2339,1991,2704,2339,1991,0.160872781,0.19238991,0.124058262,-0.063013699,4.448275862,0,0,0,,1.2,14.7,,1.164971471,0.015758092,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[5166, 5682, 6194, 6689, 7224, 7802, 8348, 8849, 9380, 9943, 10440]",TRUE,"[np.float64(0.09), np.float64(0.1), np.float64(0.1), np.float64(0.1), np.float64(0.1), np.float64(0.11), np.float64(0.11), np.float64(0.11), np.float64(0.11), np.float64(0.12), np.float64(0.12)]","[np.float64(325.46), np.float64(397.74), np.float64(433.58), np.float64(468.23), np.float64(505.68), np.float64(600.75), np.float64(642.8), np.float64(681.37), np.float64(722.26), np.float64(835.21), np.float64(876.96)]",787.86,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1888,"[391.67, 344.0, 269.47, 215.22, 198.15, 214.07, 202.22, 185.56, 196.67, 208.52, np.float64(232.25)]","[348.15, 430.0, 487.62, 550.0, 713.33, 889.23, 992.73, 1113.33, 1517.14, 1876.67, np.float64(232.25)]","[361.54, 322.5, 256.0, 206.25, 214.0, 231.2, 218.4, 238.57, 312.35, 433.08, np.float64(232.25)]",0.1628,0.0719,0.1519,2657.8,9150.45,3026.14
Wendt (India) Limited (BSE:505412),BSE:505412,Machinery,Industrials,179,210,227,136,154,171,4,5,7,1,0,0,9,8,9,27%,24%,24%,48%,40%,24%,2,2,2,160,187,210,1,0,0,41,40,44,54,56,58,1,2,2,64,71,73,85,100,122,37,33,30,-30,-17,-9,-8,-16,-16,2520,12599,75,"Customers The co. gets ~30% of its revenue from automotive companies. [1] The co. has 750+ direct customers in the domestic market. [2] It supplies to industries including automobile, auto components, engineering, aerospace, and defense ceramics. [3]",Small,56,56,44,0.246696035,0.266666667,0.245810056,0.253057586,0.200015874,11.10132159,102.3333333,197,173,150,20,24,0.196428571,0.125,212,189,162,212,189,163,0.264150943,0.296296296,0.26993865,0.739130435,1.192307692,0,0,0.006134969,,1.4,15.9,,0.890196078,0.039647577,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[250, 275, 299, 323, 349, 377, 404, 428, 453, 481, 505]",FALSE,"[np.float64(0.25), np.float64(0.23), np.float64(0.22), np.float64(0.21), np.float64(0.2), np.float64(0.18), np.float64(0.17), np.float64(0.16), np.float64(0.15), np.float64(0.13), np.float64(0.12)]","[np.float64(43.75), np.float64(44.28), np.float64(46.05), np.float64(47.48), np.float64(48.86), np.float64(47.5), np.float64(48.08), np.float64(47.94), np.float64(47.56), np.float64(43.77), np.float64(42.42)]",-1.9,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1888,"[19.17, 16.67, 12.63, 10.43, 9.63, 10.37, 10.0, 8.89, 9.26, 10.37, np.float64(11.23)]","[17.04, 20.83, 22.86, 26.67, 34.67, 43.08, 49.09, 53.33, 71.43, 93.33, np.float64(11.23)]","[17.69, 15.62, 12.0, 10.0, 10.4, 11.2, 10.8, 11.43, 14.71, 21.54, np.float64(11.23)]",0.1329,0.0679,0.126,128.65,443.56,146.62
Shreyas Shipping and Logistics Limited (BSE:520151),BSE:520151,Shipbuilding & Marine,Industrials,536,484,282,305,238,259,18,19,45,12,18,37,19,48,80,3%,1%,7%,3%,2%,0%,22,22,22,607,797,745,235,498,405,49,40,75,640,1043,944,0,0,0,2,67,34,271,247,269,118,231,19,-79,-498,96,15,227,-129,714,325,70.43,"Business Overview: [1] [2] SSLL, part of the Transworld Group, is an Indian-flagged vessel-owning company specializing in container feeder operations between Indian and international ports. It pioneered coastal trans-shipment services at various domestic ports. Following the sale of its containerized domestic coastal and EXIM feeder shipping business to Transworld Feeders Private Limited in 2021, SSLL now primarily owns vessels, with most operating under long-term charter agreements.",Small,60,264,243,0.212765957,0.545454545,0.453358209,0.403859571,2.196923077,2.531914894,262.3333333,303,314,273,-46,50,0.833333333,-1.696969697,767,819,629,1172,1317,864,0.051194539,0.200455581,0.28125,1.393103448,-0.114790287,0.34556314,0.378132118,0.271990741,5.952214426,1.4,15.9,12.46241198,0.226142743,-0.340425532,"[20, 18, 17, 16, 14, 12, 11, 10, 8, 6, 5]","[338, 399, 467, 542, 618, 692, 768, 845, 912, 967, 1016]",FALSE,"[np.float64(0.21), np.float64(0.24), np.float64(0.26), np.float64(0.29), np.float64(0.32), np.float64(0.34), np.float64(0.37), np.float64(0.39), np.float64(0.42), np.float64(0.44), np.float64(0.47)]","[np.float64(49.69), np.float64(67.03), np.float64(84.99), np.float64(110.03), np.float64(138.43), np.float64(164.7), np.float64(198.91), np.float64(230.68), np.float64(268.13), np.float64(297.84), np.float64(334.26)]",406.53,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1051,"[46.67, 40.67, 35.79, 32.61, 28.15, 27.41, 28.15, 28.52, 24.81, 20.37, np.float64(159.02)]","[41.48, 50.83, 64.76, 83.33, 101.33, 113.85, 138.18, 171.11, 191.43, 183.33, np.float64(159.02)]","[43.08, 38.12, 34.0, 31.25, 30.4, 29.6, 30.4, 36.67, 39.41, 42.31, np.float64(159.02)]",0.2005,0.1288,0.195,472.17,1298.65,514.26
Noida Toll Bridge Company Limited (NSEI:NOIDATOLL),NSEI:NOIDATOLL,Transportation,Industrials,16,24,21,16,21,17,1,3,3,0,0,0,42,41,39,0%,0%,0%,0%,0%,0%,186,186,186,85,50,18,67,67,67,66,80,77,341,300,262,0,0,0,0,0,0,62,83,86,3,24,-4,-2,-24,3,0,0,0,95.9,5.15,26.37,"Business Overview: [1] [2] a) NTBCL is promoted by Infrastructure Leasing and Financial Services Ltd as a special purpose vehicle to develop, construct, operate, and maintain the DND Flyway on a  Build Own Operate Transfer basis b) Operation and Maintenance of the facility is a part of the Company’s day to day functioning and is handled in- house",Micro,4,3,0,0.19047619,0.125,0,0.10515873,18.62135922,4.566666667,77,86,83,62,6,7,2.25,-5.666666667,204,236,271,271,303,338,0.014760148,0.00990099,0,0.09375,-0.228571429,0.247232472,0.221122112,0.198224852,0,1.6,17.1,12.87232472,0.060344828,-0.142857143,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[22, 23, 24, 26, 27, 28, 30, 31, 33, 34, 36]",FALSE,"[np.float64(0.19), np.float64(0.19), np.float64(0.18), np.float64(0.18), np.float64(0.17), np.float64(0.17), np.float64(0.17), np.float64(0.16), np.float64(0.16), np.float64(0.15), np.float64(0.15)]","[np.float64(2.93), np.float64(3.06), np.float64(3.02), np.float64(3.28), np.float64(3.21), np.float64(3.33), np.float64(3.57), np.float64(3.47), np.float64(3.7), np.float64(3.57), np.float64(3.78)]",1.21,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0287,"[0.83, 0.67, 0.53, 0.87, 0.37, 0.37, 0.74, 0.37, 0.74, 0.37, np.float64(6.59)]","[0.74, 0.83, 0.95, 2.22, 1.33, 1.54, 3.64, 2.22, 5.71, 3.33, np.float64(6.59)]","[0.77, 0.62, 0.5, 0.83, 0.4, 0.4, 0.8, 0.48, 1.18, 0.77, np.float64(6.59)]",0.0129,0.0122,0.0129,12.45,29.1,13.34
Black Box Limited (BSE:500463),BSE:500463,Computer Services,Information Technology,5370,6288,6282,5112,6014,5855,0,-25,-14,74,111,141,99,107,114,15%,20%,12%,0%,0%,0%,33,34,34,228,262,447,481,628,712,1911,2078,1584,732,794,808,0,2,0,0,30,32,1920,2175,1937,95,13,134,-108,-56,35,-43,-58,-155,9819,583,70.6,"Business Segments FY24 System Integration (86%): Offerings under this segment include Unified Communication, Data Center & Edge IT, Cyber Security, Digital Solutions & Applications, and Seamless Customer Support and managed services.",Mid,568,385,332,0.090417065,0.061227735,0.061824953,0.071156584,16.84219554,1.563037249,2010.666667,1969,2207,1920,256,120,0.512323944,0.166233766,481,296,261,1193,924,742,0.476110645,0.416666667,0.447439353,-0.022304833,5.043956044,0.596814753,0.67965368,0.648247978,17.62104847,1.2,14.7,16.44332482,2.262153403,-0.005571474,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[6596, 6926, 7272, 7636, 8018, 8418, 8839, 9281, 9745, 10233, 10744]",FALSE,"[np.float64(0.09), np.float64(0.1), np.float64(0.1), np.float64(0.11), np.float64(0.11), np.float64(0.12), np.float64(0.12), np.float64(0.13), np.float64(0.13), np.float64(0.14), np.float64(0.14)]","[np.float64(415.55), np.float64(484.82), np.float64(509.04), np.float64(587.97), np.float64(617.39), np.float64(707.11), np.float64(742.48), np.float64(844.57), np.float64(886.79), np.float64(1002.83), np.float64(1052.91)]",910.51,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[261.67, 220.0, 182.11, 158.26, 141.48, 148.15, 155.93, 163.7, 171.85, 180.74, np.float64(146.69)]","[232.59, 275.0, 329.52, 404.44, 509.33, 615.38, 765.45, 982.22, 1325.71, 1626.67, np.float64(146.69)]","[241.54, 206.25, 173.0, 151.67, 152.8, 160.0, 168.4, 210.48, 272.94, 375.38, np.float64(146.69)]",0.3369,0.1214,0.3034,1930.58,7213,2259.15
Cigniti Technologies Limited (BSE:534758),BSE:534758,Computer Services,Information Technology,1242,1648,1815,1113,1410,1593,13,15,33,5,4,4,16,26,30,25%,24%,25%,8%,9%,5%,28,27,27,432,562,711,80,56,57,158,201,211,113,135,121,0,0,0,120,177,250,465,533,635,38,157,129,-50,-53,-34,-20,-69,-40,4152,1522,55.32,"Services Offered The company provides software testing and analysis services in the areas of Quality Assurance, Next Generation Testing, Digital Assurance, Quality Engineering, Advisory & Transformation, IP & Innovation, etc. It uses multiple solutions for automated testing like AI-driven prediction tools. [1]",Small,226,242,134,0.124517906,0.14684466,0.107890499,0.126417689,2.727989488,2.287603306,544.3333333,885,710,585,165,82,0.579646018,0.119834711,738,589,460,795,645,540,0.28427673,0.375193798,0.248148148,1.113333333,3.866666667,0.071698113,0.086821705,0.148148148,6.803467001,1.4,15.9,15.24779575,1.80417495,0.018732782,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[1906, 2001, 2101, 2206, 2316, 2432, 2554, 2682, 2816, 2956, 3104]",FALSE,"[np.float64(0.12), np.float64(0.13), np.float64(0.13), np.float64(0.13), np.float64(0.13), np.float64(0.13), np.float64(0.13), np.float64(0.14), np.float64(0.14), np.float64(0.14), np.float64(0.14)]","[np.float64(160.1), np.float64(182.09), np.float64(191.19), np.float64(200.75), np.float64(210.76), np.float64(221.31), np.float64(232.41), np.float64(262.84), np.float64(275.97), np.float64(289.69), np.float64(304.19)]",205.84,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[75.83, 63.33, 52.63, 45.65, 40.74, 42.96, 45.19, 47.41, 49.63, 51.85, np.float64(42.38)]","[67.41, 79.17, 95.24, 116.67, 146.67, 178.46, 221.82, 284.44, 382.86, 466.67, np.float64(42.38)]","[70.0, 59.38, 50.0, 43.75, 44.0, 46.4, 48.8, 60.95, 78.82, 107.69, np.float64(42.38)]",0.2211,0.1022,0.2062,557.6,2081.79,652.17
Coforge Limited (NSEI:COFORGE),NSEI:COFORGE,Computer Services,Information Technology,6432,8015,9179,5330,6733,7751,52,8,61,65,81,126,227,258,319,17%,22%,20%,48%,56%,58%,61,61,62,2672,3021,3565,490,562,726,1655,1980,1708,2067,2312,2353,17,5,23,0,0,0,2794,3309,3685,766,950,903,-963,-269,-265,-156,-558,-887,56863,8499,0,"Acquisition of NIIT Tech NIIT Technologies Ltd., now known as Coforge, was founded in April 2003. In 2019, NIIT and its founder's family sold their 30.2% stake to Hulst B.V., which subsequently acquired an additional ~40% through an open offer, reaching a 70% stake. Hulst sold off its entire stake by September 30, 2023. [1] [2]",Large,1554,1363,1167,0.169299488,0.170056145,0.181436567,0.1735974,6.69055183,6.194901405,3262.666667,3708,3314,2811,666,178,0.258043758,-0.06676449,3627,3082,2733,4353,3644,3223,0.356995176,0.374039517,0.362085014,1.641748942,3.760095012,0.16678153,0.154226125,0.152032268,15.01116314,1,13.5,13.7520341,1.514436562,0.028870247,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[9638, 10120, 10626, 11157, 11715, 12301, 12916, 13562, 14240, 14952, 15699]",FALSE,"[np.float64(0.17), np.float64(0.17), np.float64(0.16), np.float64(0.16), np.float64(0.16), np.float64(0.15), np.float64(0.15), np.float64(0.15), np.float64(0.15), np.float64(0.14), np.float64(0.14)]","[np.float64(1146.92), np.float64(1204.28), np.float64(1190.11), np.float64(1249.58), np.float64(1312.08), np.float64(1291.6), np.float64(1356.18), np.float64(1424.01), np.float64(1495.2), np.float64(1465.3), np.float64(1538.5)]",559.4,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[382.5, 321.33, 266.32, 230.87, 206.67, 217.04, 227.78, 239.26, 251.11, 263.7, np.float64(214.34)]","[340.0, 401.67, 481.9, 590.0, 744.0, 901.54, 1118.18, 1435.56, 1937.14, 2373.33, np.float64(214.34)]","[353.08, 301.25, 253.0, 221.25, 223.2, 234.4, 246.0, 307.62, 398.82, 547.69, np.float64(214.34)]",0.2105,0.0998,0.197,2820.92,10537.66,3300.65
