Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,ROE,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,avg_interest_coverage_ratio,DE,debt_ratio,EV,EV2EBITDA,EV2invested_capital,price2sales,EV2sales,sales_CAGR,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue
Industrial And Prudential Investment Company Limited (BSE:501298),BSE:501298,Investments & Asset Management,Financials,7.0,7.0,6.0,1.0,1.0,1.0,32.0,39.0,45.0,0.0,0.0,0.0,0,0,0.0,4%,2%,2%,23%,23%,31%,2.0,2.0,2.0,617.0,618.0,768.0,0.0,0.0,0.0,26.0,19.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0,632.0,794.0,8.0,7.0,7.0,4.0,11.0,14.0,1.0,-3.0,-4.0,-5.0,-8.0,-10.0,870.0,5191.0,16.4,68.17,Business Overview: [1] IPICL is a Non Systematically Important Non-Deposit Taking Non-Banking Finance Corporation. It is engaged primarily in investments in equity shares for a long -term value creation for the stakeholder,Small,5.0,6.0,6.0,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8492063492063492,0.16759776536312848,145.0,1.4666666666666668,801.0,639.0,645.0,149.0,1.0,29.0,-0.3333333333333333,770.0,620.0,619.0,770.0,620.0,619.0,0.01,0.00967741935483871,0.009693053311793215,0.0,-0.006666666666666667,0.0,0.0,0.0,0.0,inf,0.0,0.0,868.5333333333333,173.71,1.13,145.0,144.76,-7.0,9.21,1.4,17.664,17.664,0.00749063670411985,0.6666666666666666
Caplin Point Laboratories Limited (BSE:524742),BSE:524742,Drugs (Pharmaceutical),Health Care,1269.0,1467.0,1694.0,874.0,1025.0,1142.0,38.0,55.0,66.0,1.0,1.0,1.0,47,45,53.0,20%,16%,18%,10%,9%,8%,15.0,15.0,15.0,1252.0,1649.0,2084.0,219.0,222.0,219.0,250.0,305.0,380.0,287.0,280.0,453.0,18.0,221.0,117.0,89.0,281.0,376.0,1343.0,1410.0,1753.0,337.0,271.0,318.0,-377.0,-216.0,-319.0,-41.0,-28.0,-38.0,14453.0,1901.0,29.3,70.56,"Product Portfolio The company offers a range of pharmaceutical products, with 4,000+ registered licenses and 650 formulations across 36 therapeutic areas. Its product line includes more than 65% of the drugs on the WHO essential drug list. The portfolio features various forms like tablets, capsules, injections, eye drops, oral liquids, soft gel capsules, ointments, creams, gels, injectable powders, suppositories, ovules, pre-mix bag formulations, inhalers, sprays, and IV infusions. [1] [2]",Mid,553.0,443.0,396.0,0.32644628099173556,0.3019768234492161,0.3120567375886525,0.3134932806765347,7.602840610205155,8.531877213695395,300.40000000000003,2246.0,1912.0,1450.0,259.0,407.0,-0.10849909584086799,0.43115124153498874,2099.0,1664.0,1267.0,2318.0,1886.0,1486.0,0.24,0.23488865323435842,0.26648721399730824,0.17,0.5254629629629629,0.495,0.09447799827437446,0.11770943796394485,0.14737550471063257,553.0,0.17,0.08,14371.6,23.72,6.2,8.53,8.48,16.0,9.21,1.2,16.212,15.550465056082832,0.6276398666172657,0.18831168831168832
FDC Limited (BSE:531599),BSE:531599,Drugs (Pharmaceutical),Health Care,1525.0,1784.0,1943.0,1271.0,1533.0,1604.0,76.0,50.0,102.0,3.0,4.0,4.0,37,39,40.0,25%,25%,23%,0%,0%,0%,17.0,17.0,16.0,1940.0,1965.0,2081.0,32.0,28.0,21.0,281.0,333.0,350.0,705.0,699.0,680.0,105.0,198.0,261.0,886.0,806.0,843.0,575.0,640.0,684.0,162.0,155.0,221.0,-145.0,11.0,-17.0,-10.0,-180.0,-202.0,7573.0,465.0,23.9,69.66,"Revenue Breakup Anti-infective medicines contribute 42% of revenues, followed by gastro intestinal 24%, vitamins/ minerals 7%, ophthalmology 6%, cardiac 7%, dermatology 4% and others 11%. [1]",Mid,343.0,255.0,257.0,0.17653113741636645,0.1429372197309417,0.16852459016393442,0.16266431577041418,16.286021505376343,3.8975810602161607,126.60000000000001,1788.0,1644.0,1566.0,127.0,26.0,0.3206997084548105,0.1450980392156863,2097.0,1982.0,1957.0,2118.0,2010.0,1989.0,0.16,0.12686567164179105,0.12921065862242334,0.1,1.4722222222222223,12.333333333333334,0.009915014164305949,0.013930348258706468,0.01608848667672197,85.75,0.02,0.01,7467.4,19.5,3.53,3.9,3.84,13.0,9.21,1.2,16.212,16.14257507082153,0.7872771474878444,0.008749356664951106
GlaxoSmithKline Pharmaceuticals Limited (BSE:500660),BSE:500660,Drugs (Pharmaceutical),Health Care,3278.0,3252.0,3454.0,2516.0,2447.0,2545.0,1401.0,103.0,-21.0,2.0,2.0,2.0,68,66,70.0,19%,27%,28%,90%,89%,92%,169.0,169.0,169.0,2494.0,1572.0,1608.0,20.0,16.0,19.0,1950.0,1570.0,1760.0,331.0,330.0,321.0,30.0,20.0,14.0,366.0,518.0,813.0,3907.0,2458.0,2408.0,811.0,484.0,582.0,-406.0,808.0,9.0,-524.0,-1543.0,-562.0,34263.0,2023.0,42.7,75.0,"Leading Global Health care company [1] GlaxoSmithKline Pharmaceutical is a part of GlaxoSmithKline plc (GSK), a British multinational pharmaceutical company headquartered in London. GSK underwent a merger in 2000 of Glaxo Wellcome and SmithKline Beecham, and is the worldâs sixth-largest pharmaceutical company.",Large,911.0,807.0,764.0,0.2637521713954835,0.2481549815498155,0.23306894447834045,0.2483253658078798,16.936727632229363,9.919803126809496,584.8666666666667,3235.0,2996.0,4303.0,49.0,-927.0,0.06366630076838639,-0.14745972738537794,1777.0,1741.0,2663.0,1796.0,1757.0,2683.0,0.51,0.4593056346044394,0.2847558702944465,0.33,5.17948717948718,0.028077753779697623,0.010579064587973273,0.00910643141718839,0.007454342154304882,455.5,0.02,0.01,33697.13333333333,34.35,18.76,9.92,9.76,3.0,9.21,1.0,14.76,14.701286191536747,0.9713160854893138,-0.0026056745801968733
Ind-Swift Laboratories Limited (NSEI:INDSWFTLAB),NSEI:INDSWFTLAB,Drugs (Pharmaceutical),Health Care,1039.0,1207.0,1281.0,837.0,978.0,1029.0,37.0,7.0,434.0,96.0,92.0,51.0,131,57,53.0,117%,45%,28%,0%,0%,0%,60.0,60.0,59.0,541.0,622.0,872.0,953.0,862.0,17.0,247.0,280.0,217.0,630.0,587.0,8.0,10.0,8.0,0.0,29.0,30.0,111.0,1131.0,1199.0,1047.0,150.0,195.0,-163.0,5.0,-13.0,-104.0,-141.0,-186.0,699.0,635.0,107.0,6.2,42.01,"Business Overview: [1] ISLL is a global manufacture of APIs, Intermediates and formulation (through group collaboration). It caters to the API needs of regulated markets including USFDA, EDQM, PMDA, ANVISA, EU-GMP, KFDA, NMO, ANSM, Cofepris, TGA, WHO, ROW. ISLL is present in all stages of drug substance/product including new chemical/molecular research to formulation development. Company manufactures APIs towards Cardiovascular health, Antihistamine, Antidiabetic, Antipsychotic, Antimigraine, Parkinsonâs Disease, Antineoplastic, ADHD Symptoms, Analgesics, Alcohol Abstinence and Bone Resorption Inhibitor. It also holds global leadership positions in the Macrolide Antibiotic segment.",Small,303.0,321.0,298.0,0.23653395784543327,0.2659486329743165,0.28681424446583254,0.2630989450951941,5.934579439252336,0.4957064793130367,225.13333333333335,1158.0,1237.0,1170.0,-16.0,34.0,-0.39603960396039606,0.06542056074766354,931.0,682.0,601.0,948.0,1544.0,1554.0,0.32,0.20790155440414507,0.19176319176319176,0.19,-0.12416107382550336,-16.8,0.017932489451476793,0.5582901554404145,0.6132561132561133,5.9411764705882355,0.65,0.01,426.8666666666667,1.2,0.45,0.5,0.33,11.0,9.709999999999999,1.4,17.664,17.521364978902955,1.0986277873070327,0.08118657298985169
Kopran Limited (BSE:524280),BSE:524280,Drugs (Pharmaceutical),Health Care,478.0,551.0,615.0,390.0,499.0,540.0,11.0,3.0,15.0,5.0,6.0,9.0,11,13,13.0,25%,24%,25%,24%,53%,28%,48.0,48.0,48.0,378.0,391.0,443.0,75.0,75.0,99.0,110.0,135.0,153.0,151.0,165.0,182.0,36.0,70.0,97.0,0.0,0.0,0.0,425.0,415.0,465.0,-33.0,34.0,43.0,-84.0,-13.0,-44.0,123.0,-20.0,1.0,891.0,185.0,16.9,44.45,"Business Verticals FY24 1. API Vertical (~54%): WOS Kopran Research Laboratories operates the API vertical. [1] The co. undertakes development, manufacturing, and sale of diverse Active Pharmaceutical Ingredients and Advanced Intermediates. It is one of the leaders in Atenolol. [2]",Small,84.0,58.0,93.0,0.13658536585365855,0.10526315789473684,0.19456066945606695,0.1454697310681541,4.816216216216216,1.448780487804878,87.0,562.0,485.0,461.0,59.0,-1.0,0.17857142857142858,-0.2413793103448276,491.0,439.0,426.0,590.0,514.0,501.0,0.14,0.11284046692607004,0.18562874251497005,0.1,0.8421052631578947,5.615384615384615,0.16779661016949152,0.14591439688715954,0.1497005988023952,9.333333333333334,0.29,0.13,903.0,9.31,1.53,1.45,1.47,13.0,9.53,1.4,17.664,16.299142372881356,0.8266129032258065,0.07154471544715447
Sastasundar Ventures Limited (NSEI:SASTASUNDR),NSEI:SASTASUNDR,Healthcare Support Services,Health Care,1798.0,1060.0,1432.0,684.0,1168.0,1456.0,3.0,-5.0,4.0,3.0,2.0,1.0,4,8,9.0,22%,-19%,-119%,0%,0%,0%,32.0,32.0,32.0,795.0,722.0,731.0,2.0,9.0,4.0,449.0,441.0,383.0,93.0,107.0,110.0,0.0,1.0,0.0,666.0,513.0,676.0,518.0,583.0,363.0,-207.0,-112.0,38.0,220.0,133.0,-34.0,-11.0,-2.0,-2.0,878.0,276.0,12.4,73.93,Leadership Sastasundar group is #1 pharma distributor in West Bengal. [1],Small,-23.0,-106.0,1117.0,-0.01606145251396648,-0.1,0.6212458286985539,0.16839479206152916,3.181159420289855,0.6131284916201117,97.60000000000001,1039.0,1097.0,1184.0,0.0,-79.0,1.4782608695652173,-0.5094339622641509,763.0,754.0,827.0,767.0,763.0,829.0,-0.03,-0.13892529488859764,1.3474065138721352,-0.03,93.0,11.181818181818182,0.005215123859191656,0.011795543905635648,0.0024125452352231603,-23.0,0.01,0.0,784.4,-56.03,1.02,0.61,0.55,-11.0,27.76,1.4,17.664,17.7166518904824,1.246301131418625,0.023743016759776536
Astral Limited (NSEI:ASTRAL),NSEI:ASTRAL,Building Materials,Industrials,4394.0,5158.0,5641.0,3640.0,4349.0,4717.0,35.0,37.0,36.0,13.0,40.0,29.0,127,178,198.0,24%,25%,26%,12%,21%,18%,20.0,27.0,27.0,2316.0,2684.0,3161.0,98.0,87.0,119.0,952.0,1564.0,1188.0,1496.0,1950.0,2299.0,123.0,126.0,151.0,0.0,0.0,0.0,1768.0,2286.0,2046.0,543.0,557.0,823.0,72.0,-478.0,-541.0,-44.0,-191.0,-202.0,39577.0,1471.0,75.7,54.1,History [1] Astral is amongst the leading players in the CPVC pipes and fittings business in India. It was the first company to launch lead-free PVC pipes in 2004 and lead-free uPVC column pipes in 2012. Astral forayed into related adhesives business in 2014 with the acquisition of Seal IT Services Limited (UK) and later acquired Resinova Chemie Limited (RCL) in Nov 2014.,Large,953.0,849.0,767.0,0.16894167700762275,0.16459868165955796,0.17455621301775148,0.1693655238949774,26.90482664853841,7.015954617975536,406.6666666666667,2197.0,2412.0,1891.0,161.0,-91.0,-0.3987408184679958,-0.6702002355712603,3188.0,2711.0,2336.0,3307.0,2798.0,2434.0,0.29,0.3034310221586848,0.31511914543960556,0.17,0.9489194499017681,2.098901098901099,0.03598427577865135,0.031093638313080773,0.04026294165981923,32.86206896551724,0.05,0.03,39289.333333333336,34.13,11.88,7.02,6.96,13.0,9.21,1.0,14.76,14.560287269428484,1.2546708185053381,0.09590498138627902
Blue Star Limited (BSE:500067),BSE:500067,Building Materials,Industrials,6064.0,7977.0,9685.0,5717.0,7478.0,9017.0,36.0,195.0,44.0,46.0,55.0,58.0,86,85,98.0,33%,28%,26%,57%,29%,35%,19.0,19.0,41.0,998.0,1311.0,2569.0,554.0,662.0,243.0,2741.0,3455.0,3758.0,433.0,859.0,1165.0,152.0,83.0,127.0,162.0,148.0,267.0,3565.0,4357.0,5053.0,87.0,243.0,289.0,-67.0,-178.0,-524.0,-82.0,-76.0,365.0,36541.0,1778.0,69.6,36.46,"Business Segments 1 Electro-Mechanical Projects : Large central AC & ventilation projects, Fire-fighting projects, Water projects, Plumbing projects, Electrical projects and Railway electrification. [1] 2 Commercial Air Conditioning : Blue Star is the market leader in Conventional and Inverter Ducted Air Conditioning Systems and Scroll Chillers and is at the second position in VRFs and Screw Chillers 3 Unitary products : ACs, Air Coolers, Water Purifiers, Commercial Refrigeration etc. Products available in 8,800 outlets in 650+ locations. 4 Professional Electronics and Industrial Systems (PE&IS) : Specialized Technology Solutions, Engineered Turnkey Projects, Value-Enhancing Services, MedTech Solutions, Data Security Solutions, Industrial Solutions. [2]",Large,726.0,554.0,393.0,0.07496128033040785,0.06944966779491037,0.06480870712401056,0.06973988508310959,20.55174353205849,3.7729478575116158,865.0,5447.0,4588.0,3879.0,556.0,-5.0,0.0440771349862259,-0.3303249097472924,2610.0,1330.0,1017.0,2853.0,1992.0,1571.0,0.25,0.2781124497991968,0.2501591343093571,0.17,1.983739837398374,4.5439429928741095,0.08517350157728706,0.33232931726907633,0.3526416295353278,12.517241379310343,0.34,0.04,35919.0,43.59,12.59,3.77,3.71,26.0,9.21,1.0,14.76,14.287287066246057,1.4647610405323654,0.0541042849767682
NITCO Limited (NSEI:NITCO),NSEI:NITCO,Building Materials,Industrials,411.0,384.0,325.0,450.0,421.0,368.0,7.0,-11.0,5.0,64.0,73.0,96.0,30,29,29.0,0%,0%,0%,0%,0%,0%,72.0,72.0,72.0,-270.0,-421.0,-584.0,812.0,882.0,973.0,258.0,285.0,269.0,368.0,341.0,314.0,4.0,4.0,4.0,0.0,0.0,0.0,499.0,472.0,412.0,5.0,3.0,-9.0,4.0,0.0,0.0,-9.0,-3.0,5.0,968.0,135.0,,46.78,"Business Overview: [1] Company is a manufacturer of Tiles. It has 50+ retail outlets in India which sells designer bathroom tiles, designer kitchen, outdoor tiles, commercial tiles, etc. It has a collection of wall tiles, floor tiles & marble, etc. and has expanded its customer base to overseas",Small,53.0,36.0,25.0,0.16307692307692306,0.09375,0.06082725060827251,0.10588472456173185,7.17037037037037,2.9784615384615383,92.2,416.0,476.0,503.0,-44.0,-54.0,-0.8301886792452831,-1.5,-512.0,-349.0,-198.0,461.0,533.0,614.0,0.11,0.0675422138836773,0.04071661237785016,-0.03,0.8194444444444444,0.3333333333333333,2.110629067245119,1.6547842401500938,1.3224755700325732,0.5520833333333334,-3.16,1.33,1848.8,22.55,4.01,2.98,5.69,-11.0,24.259999999999998,1.4,17.664,31.5857093275488,0.4452054794520548,-0.0
Yaari Digital Integrated Services Limited (NSEI:YAARI),NSEI:YAARI,Business & Consumer Services,Industrials,1.0,0.0,0.0,95.0,11.0,5.0,20.0,185.0,3.0,57.0,87.0,19.0,2,1,0.0,11%,-12%,0%,0%,0%,0%,20.0,20.0,20.0,-314.0,-243.0,-254.0,502.0,214.0,244.0,85.0,46.0,36.0,6.0,1.0,0.0,0.0,0.0,0.0,48.0,22.0,31.0,239.0,15.0,14.0,-487.0,-11.0,-12.0,328.0,223.0,0.0,157.0,-212.0,12.0,138.0,13.5,,27.46,"Business Application: [1] Company launched a social commerce marketplace Yaari , which enables small businesses and individual resellers to start their business online via social channels such as WhatsApp, Facebook, Instagram etc. It is a social commerce marketplace for a bouquet of curated consumer products including Fashion, Beauty and Personal care and electronics. Yaari is looking to aggregate marketplace model to other online commerce verticals",Micro,14.0,76.0,-37.0,inf,inf,-37.0,inf,10.222222222222221,inf,17.866666666666667,45.0,37.0,287.0,18.0,-211.0,1.2857142857142858,0.15789473684210525,-234.0,-223.0,-294.0,10.0,-9.0,208.0,1.4,-8.444444444444445,-0.1778846153846154,-0.04,0.0,0.004608294930875576,24.4,-23.77777777777778,2.4134615384615383,0.7368421052631579,-1.52,5.42,364.1333333333333,26.01,36.41,inf,inf,-100.0,24.259999999999998,1.6,21.116,97.82959999999997,0.0,
Jaiprakash Associates Limited (BSE:532532),BSE:532532,Diversified,Industrials,5752.0,7263.0,6568.0,5842.0,6618.0,6188.0,-5.0,-520.0,-258.0,998.0,1056.0,1039.0,395,381,384.0,1%,3%,3%,0%,0%,0%,491.0,491.0,491.0,-406.0,-1742.0,-3085.0,19097.0,16458.0,15412.0,18209.0,22561.0,23323.0,8618.0,4958.0,4607.0,247.0,193.0,289.0,1462.0,1492.0,1203.0,27064.0,31125.0,30042.0,21.0,761.0,1170.0,60.0,-116.0,134.0,-281.0,-625.0,-960.0,1225.0,4.99,,30.23,Revenue Segments FY22 Fertilisers: 37% Construction: 33.5% Cement: 22% Real Estate/ Infrastructure Revenue: 4% Hotel & Hospitality Revenue: 3% Others: 0.5% [1],Small,1419.0,1701.0,908.0,0.21604750304506698,0.2342007434944238,0.15785813630041726,0.20270212761330267,245.49098196392785,0.18651035322777101,5882.066666666667,31534.0,32810.0,28773.0,-2038.0,-315.0,-1.3417899929527837,-0.2533803644914756,-2594.0,-1251.0,85.0,12818.0,15207.0,19182.0,0.11,0.11185638192937462,0.04733604420811177,-0.28,0.2909167015487652,-0.380125786163522,1.2023716648463099,1.082264746498323,0.9955687623813992,1.3657362848893166,-12.52,0.43,10754.933333333334,5.97,0.84,0.19,1.64,7.0,16.04,1.4,19.664,15.30660508659697,0.18173265819982845,-0.020401948842874544
Bharat Heavy Electricals Limited (BSE:500103),BSE:500103,Electrical Equipment,Industrials,21211.0,23365.0,23893.0,20383.0,22321.0,23182.0,405.0,544.0,608.0,448.0,612.0,828.0,314,260,249.0,5%,9%,-16%,31%,21%,31%,696.0,696.0,696.0,25810.0,23682.0,23742.0,4830.0,5454.0,8856.0,25654.0,27832.0,26493.0,2398.0,2476.0,2574.0,431.0,354.0,308.0,205.0,235.0,256.0,53956.0,54599.0,56650.0,660.0,-741.0,-3713.0,-1118.0,1480.0,1331.0,-329.0,89.0,2656.0,65387.0,188.0,147.0,63.17,Business Segments,Large,1539.0,1656.0,1276.0,0.0644121709287239,0.07087524074470361,0.060157465466031776,0.06514829237981977,347.8031914893617,2.7366592725902987,11013.666666666668,57214.0,55188.0,54592.0,3365.0,-1582.0,3.051332033788174,-0.06159420289855073,24438.0,24378.0,26506.0,33294.0,29832.0,31336.0,0.05,0.05551086082059534,0.04071993872861884,0.04,0.15251299826689774,-1.4321808510638299,0.26599387276986847,0.1828238133547868,0.15413581822823588,1.858695652173913,0.47,0.15,63229.33333333333,35.36,1.9,2.74,2.65,6.0,11.37,1.0,14.76,13.858280771310143,0.399628688031043,-0.05570669233666764
Delta Manufacturing Limited (BSE:504286),BSE:504286,Electrical Equipment,Industrials,88.0,80.0,84.0,91.0,85.0,86.0,34.0,0.0,1.0,4.0,4.0,5.0,4,5,4.0,13%,15%,0%,0%,0%,0%,11.0,11.0,11.0,44.0,27.0,16.0,47.0,40.0,40.0,27.0,28.0,28.0,46.0,50.0,47.0,5.0,0.0,0.0,3.0,6.0,2.0,76.0,50.0,46.0,-3.0,-4.0,2.0,43.0,-3.0,2.0,-26.0,-10.0,-4.0,108.0,99.8,,72.12,"Business Overview: [1] [2] Company manufactures hard ferrite magnets, ring magnets, segment magnets, etc. for Loud speakers, arc magnets for automobiles, flat rectangular shaped magnets for various other applications and Isotropic rings for DC motor, dynamo etc. It has 2 primary business lines , viz.: a) Manufacture and supply of magnets to tier 1 suppliers of all the two wheeler, three wheeler, passenger vehicles, electronic components and aerospace OEMs in India and worldwide, which we undertake through its magnet division. b) Design, manufacture and supply of garment trims in India i.e. woven labels, heat transfers, fabric printed labels, elastic & non-elastic tapes primarily to major garment / textile companies in India",Micro,3.0,-1.0,1.0,0.03571428571428571,-0.0125,0.011363636363636364,0.011525974025974025,1.0821643286573146,1.2857142857142858,11.466666666666669,48.0,56.0,84.0,-8.0,-29.0,-2.0,32.0,27.0,38.0,55.0,67.0,78.0,102.0,0.04,-0.01282051282051282,0.00980392156862745,-0.03,-0.36363636363636365,0.3333333333333333,0.5970149253731343,0.5128205128205128,0.46078431372549017,0.6,2.01,0.42,136.53333333333333,19.5,2.04,1.29,1.63,-2.0,24.259999999999998,1.6,21.116,22.99301492537313,0.8842105263157894,-0.023809523809523808
Havells India Limited (NSEI:HAVELLS),NSEI:HAVELLS,Electrical Equipment,Industrials,13938.0,16911.0,18590.0,12163.0,15290.0,16709.0,159.0,178.0,249.0,67.0,55.0,84.0,261,296,338.0,26%,26%,26%,39%,44%,44%,63.0,63.0,63.0,5940.0,6563.0,7384.0,616.0,223.0,303.0,3904.0,4309.0,4683.0,3434.0,3621.0,3988.0,57.0,166.0,299.0,426.0,201.0,20.0,6606.0,7170.0,8126.0,1728.0,565.0,1953.0,-759.0,31.0,-1618.0,-547.0,-907.0,-534.0,93596.0,1493.0,66.8,59.41,"Product Segments The company offers 20 products categories across  20,000+ active SKUs, under the following segments: [1] 1) Cables (32% in H1 FY25 vs 33% in FY22): [2] [3] The company offers flexible and power cables including multicore round cable, flat submersible cable, LAN cable, CCTV, speaker cable, etc. [4]",Large,1965.0,1676.0,1842.0,0.10570199031737493,0.09910709005972444,0.13215669393026258,0.11232192476912066,62.68988613529806,5.034749865519096,1460.1333333333334,8445.0,7537.0,7089.0,534.0,43.0,-0.5516539440203563,0.0441527446300716,7447.0,6626.0,6003.0,7750.0,6849.0,6619.0,0.25,0.24470725653380054,0.2782897718688624,0.15,1.8634850166481687,12.92608695652174,0.039096774193548386,0.0325594977368959,0.09306541773681826,23.392857142857142,0.06,0.02,92438.86666666667,40.14,11.93,5.03,4.97,15.0,9.21,1.0,14.76,14.543012903225806,1.4952143489101584,0.08703604088219473
Kirloskar Electric Company Limited (BSE:533193),BSE:533193,Electrical Equipment,Industrials,335.0,474.0,557.0,350.0,437.0,521.0,119.0,22.0,8.0,31.0,22.0,26.0,5,5,5.0,0%,0%,0%,0%,0%,0%,66.0,66.0,66.0,10.0,25.0,16.0,142.0,133.0,126.0,397.0,388.0,433.0,442.0,439.0,438.0,1.0,1.0,1.0,2.0,2.0,2.0,171.0,172.0,201.0,35.0,7.0,37.0,103.0,2.0,-2.0,-109.0,-33.0,-31.0,1067.0,161.0,267.0,49.6,"Product Portfolio [1] KECL is one of the leading manufacturers and suppliers of motors that are used in electric vehicles. It is also one of the leading manufacturers of Electrical Capital goods such as AC Motors, Generators, DC Machines, Transformers, and switchgear.",Small,62.0,59.0,16.0,0.11131059245960502,0.12447257383966245,0.04776119402985075,0.09451478677637275,6.627329192546584,1.9156193895870737,36.26666666666667,204.0,175.0,174.0,-16.0,10.0,-0.2903225806451613,0.2033898305084746,82.0,91.0,76.0,208.0,224.0,218.0,0.3,0.26339285714285715,0.07339449541284404,0.49,-5.1875,23.166666666666668,0.6057692307692307,0.59375,0.6513761467889908,2.3846153846153846,2.27,0.2,1156.7333333333333,17.26,5.56,1.92,2.08,29.0,11.76,1.4,17.664,14.087538461538461,0.867601246105919,0.003590664272890485
Olectra Greentech Limited (BSE:532439),BSE:532439,Electrical Equipment,Industrials,593.0,1091.0,1154.0,509.0,949.0,988.0,6.0,13.0,20.0,9.0,31.0,43.0,29,33,37.0,32%,25%,26%,9%,5%,4%,33.0,33.0,33.0,744.0,807.0,881.0,67.0,134.0,121.0,346.0,583.0,554.0,325.0,356.0,330.0,3.0,4.0,72.0,0.0,2.0,11.0,862.0,1195.0,1175.0,121.0,-10.0,143.0,-164.0,-38.0,-86.0,50.0,35.0,-56.0,10760.0,1310.0,95.8,50.02,Business segments - FY24 [1] Electric Bus - 87.5% Composite Polymer Insulators - 12.5%,Mid,209.0,173.0,93.0,0.18110918544194107,0.15857011915673694,0.15682967959527824,0.16550299473131877,8.213740458015268,9.324090121317159,215.46666666666667,1258.0,1201.0,865.0,86.0,99.0,0.0,0.35260115606936415,914.0,840.0,777.0,1035.0,974.0,844.0,0.2,0.17761806981519507,0.11018957345971564,0.13,1.0327868852459017,3.830769230769231,0.11690821256038647,0.1375770020533881,0.07938388625592417,4.8604651162790695,0.21,0.08,10665.533333333333,43.36,10.3,9.32,9.24,40.0,9.709999999999999,1.2,16.212,15.451862801932368,0.7267002518891688,0.07452339688041594
Triveni Turbine Limited (BSE:533655),BSE:533655,Electrical Equipment,Industrials,852.0,1248.0,1654.0,692.0,1012.0,1333.0,227.0,43.0,62.0,3.0,3.0,5.0,20,20,21.0,26%,25%,25%,23%,0%,43%,32.0,32.0,32.0,824.0,729.0,928.0,2.0,4.0,3.0,493.0,593.0,707.0,247.0,269.0,283.0,3.0,5.0,1.0,478.0,379.0,458.0,624.0,703.0,928.0,433.0,196.0,271.0,-363.0,89.0,-195.0,-75.0,-288.0,-76.0,19173.0,603.0,60.8,55.84,"Product Portfolio and Services The company's product portfolio includes a wide range of turbines of different types ranging from 1-100 MW in capacities. It manufactures turbines for various industries such as sugar, cement, chemicals, textiles, palm oil, paper, steel, biomass power, distillery, waste-to-energy, carbon black, oil & gas, food, district heating and defense. It also provides a wide range of aftermarket services to its own fleet of turbines as well as other turbines and other rotating equipment, such as compressors, rotors, etc. of other makes. {#https://www.bseindia.com/xml-data/corpfiling/Attachhis/20d4e2d9-21ca-4f68-9f76-4b28cc782d2a.pdf#page=17 #}",Mid,326.0,239.0,163.0,0.19709794437726724,0.19150641025641027,0.19131455399061034,0.1933063028747626,31.796019900497512,11.591898428053204,150.33333333333334,1387.0,1087.0,1105.0,186.0,-118.0,-0.027607361963190184,-0.12133891213389121,960.0,761.0,856.0,963.0,765.0,858.0,0.34,0.31241830065359477,0.18997668997668998,0.22,2.0505050505050506,-4.258064516129032,0.003115264797507788,0.00522875816993464,0.002331002331002331,65.2,0.01,0.0,19025.666666666668,54.83,19.76,11.59,11.5,39.0,9.21,1.2,16.212,16.19018691588785,0.9904191616766467,0.11789600967351874
