Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3),best_scenario,fcff,PV_FCFF,share_price
Ashoka Buildcon Limited (NSEI:ASHOKA),NSEI:ASHOKA,Engineering/Construction,Industrials,5999,8100,9798,4210,6132,7564,485,64,312,1004,1104,1310,338,341,367,17%,50%,40%,0%,0%,0%,140,140,140,1240,1535,2080,3635,5509,5450,10389,9860,11335,1309,6927,6689,73,62,39,65,73,112,13959,9982,12165,353,492,749,-233,-311,234,-35,-311,-407,6764,241,7.6,54.47,"Company Overview Ashoka Buildcon Limited is a Fortune India 500 company and one of the leading highway developers in India. The company is an integrated EPC, BOT, and HAM player. It is engaged in segments that are Highways & Bridges, Power (EPC), Railway Works, Buildings (EPC), City Gas Distribution, and Smart Infrastructure. It has executed/been executing 41 PPP Projects and has a presence in 20+ states. [1] [2]",Mid,3544,3072,2793,0.361706471,0.379259259,0.465577596,0.402181109,28.06639004,0.690344968,12035.33333,12316,10117,14097,724,-3451,0.270316027,-1.224609375,2220,1675,1380,7670,7184,5015,0.462059974,0.427616927,0.556929212,3.49382716,0.968649147,0.710560626,0.766842984,0.724825523,23.89899651,1.2,14.7,21.23644472,0.51554854,-0.023882425,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[10288, 10802, 11342, 11910, 12505, 13130, 13787, 14476, 15200, 15960, 16758]",FALSE,"[0.36, 0.33, 0.31, 0.28, 0.25, 0.22, 0.19, 0.16, 0.14, 0.11, 0.08]","[2592.58, 2495.26, 2461.21, 2334.36, 2188.38, 2022.02, 1833.67, 1621.31, 1489.6, 1228.92, 938.45]",-2363.04,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0952,"[408.33, 342.67, 284.21, 246.96, 220.37, 231.48, 243.33, 255.19, 268.15, 281.48, 492.88]","[362.96, 428.33, 514.29, 631.11, 793.33, 961.54, 1194.55, 1531.11, 2068.57, 2533.33, 492.88]","[376.92, 321.25, 270.0, 236.67, 238.0, 250.0, 262.8, 328.1, 425.88, 584.62, 492.88]",0.1176,0.0658,0.1121,3275.05,11512,3787.12,2,"[2229.62, 2066.9300000000003, 1946.92, 1703.25, 1395.0500000000002, 1060.48, 639.1200000000001, 90.20000000000005, -578.9700000000003, -1304.4099999999999, 445.57000000000005]","[1839.0674563131367, 1406.2397973706236, 1092.5681352145966, 788.3982092431243, 532.627778652398, 333.96682649068345, 166.01604496407256, 19.325956631995147, -102.31924616334757, -190.14381289998664, 400.0304797261518]",892.0317476
GE Power India Limited (BSE:532309),BSE:532309,Engineering/Construction,Industrials,2620,1796,1625,2764,2108,1827,-5,81,147,97,77,96,44,23,20,-1%,33%,0%,0%,0%,0%,67,67,67,609,165,2,388,359,163,2394,2272,2349,133,110,98,2,1,4,10,13,19,3312,2740,2461,49,90,173,-5,6,-7,-79,-48,-240,1943,289,155,68.58,"Business Segments The company manufactures and provides boilers, mills, air quality control systems, automation & control, and services for steam-powered thermal plants. It is also involved in the EPC of key equipment for hydro and gas-powered plants. [1]",Small,-106,-235,-47,-0.065230769,-0.130846325,-0.017938931,-0.071338675,6.723183391,1.195692308,2837.666667,2484,2754,3324,-347,-448,3.339622642,1.880851064,69,232,676,232,591,1064,-0.456896552,-0.397631134,-0.044172932,0.47632312,1.742071882,0.702586207,0.607445008,0.364661654,35.1147245,1.4,15.9,29.4000004,0.629357088,0.004307692,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[1706, 1792, 1881, 1975, 2074, 2178, 2287, 2401, 2521, 2647, 2779]",FALSE,"[-0.07, -0.02, 0.02, 0.02, 0.03, 0.04, 0.05, 0.05, 0.06, 0.07, 0.08]","[-83.59, -25.09, 26.33, 27.65, 43.55, 60.98, 80.04, 84.03, 105.88, 129.7, 155.62]",341.73,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0952,"[67.5, 57.33, 46.84, 40.87, 36.67, 38.52, 40.37, 42.22, 44.44, 46.67, 81.73]","[60.0, 71.67, 84.76, 104.44, 132.0, 160.0, 198.18, 253.33, 342.86, 420.0, 81.73]","[62.31, 53.75, 44.5, 39.17, 39.6, 41.6, 43.6, 54.29, 70.59, 96.92, 81.73]",0.187,0.063,0.1666,543.16,1908.97,628.06,1,"[-151.09, -82.42, -20.510000000000005, -13.219999999999999, 6.8799999999999955, 22.459999999999994, 39.67000000000001, 41.81, 61.44, 83.02999999999999, 73.89]","[-116.76197800053932, -49.22254388353503, -9.465919947185736, -4.715137310587551, 1.896343685420496, 4.7841422669491, 6.530136459076281, 5.318705528288981, 6.040080237997648, 6.308008373606406, 23.006632556307697]",745.091253
IL&FS Engineering and Construction Company Limited (NSEI:IL&FSENGG),NSEI:IL&FSENGG,Engineering/Construction,Industrials,308,177,259,526,301,428,-108,33,112,46,23,13,14,10,7,0%,0%,0%,0%,0%,0%,131,131,131,-3113,-3238,-3315,2669,2671,2671,2246,2287,2221,49,42,33,0,0,0,45,50,14,1838,1761,1660,98,8,-73,-14,55,-23,-47,-19,-10,502,38,,42.25,"Business Overview: [1] IL&FS ES  is an ISO 9001:2015, ISO 14001 :2015 & ISO 45001:2018 certified, multi -national Infrastructure Development, Construction and Project Management company. It executes projects under various domains viz: a) Buildings & Industrial Structures b) Roads / Expressways / Highways c) Irrigation, Canals and Dams d) Oil and Gas-Pipelines, Refineries and Petro Chemicals e) Thermal and Hydel Power Projects f) Airports, Seaports, Rail and Rail Based Systems g) Water and Water Treatment h) Power Generation, Transmission and Distribution i) Industrial Construction",Small,-156,-101,-172,-0.602316602,-0.570621469,-0.558441558,-0.577126543,13.21052632,1.938223938,1753,1674,1811,1883,-71,-113,0.602564103,0.574257426,-3184,-3107,-2982,-513,-436,-313,0.304093567,0.231651376,0.549520767,-1.064935065,1.06504065,-5.20662768,-6.126146789,-8.52715655,1.023767251,1.4,15.9,93.35500521,0.151728178,0.088803089,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[272, 286, 300, 315, 331, 347, 364, 383, 402, 422, 443]",FALSE,"[-0.6, -0.2, 0.02, 0.02, 0.03, 0.04, 0.05, 0.05, 0.06, 0.07, 0.08]","[-114.24, -40.04, 4.2, 4.41, 6.95, 9.72, 12.74, 13.4, 16.88, 20.68, 24.81]",198.64,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0952,"[10.83, 9.33, 7.37, 6.52, 5.93, 5.93, 6.3, 7.04, 7.04, 7.41, 13.03]","[9.63, 11.67, 13.33, 16.67, 21.33, 24.62, 30.91, 42.22, 54.29, 66.67, 13.03]","[10.0, 8.75, 7.0, 6.25, 6.4, 6.4, 6.8, 9.05, 11.18, 15.38, 13.03]",-0.0471,-0.0933,-0.0486,86.73,304.37,100.24,3,"[-124.24, -48.79, -2.8, -1.8399999999999999, 0.5499999999999998, 3.3200000000000003, 5.94, 4.35, 5.699999999999999, 5.299999999999999, 11.78]","[-64.25486625801739, -13.050284532792855, -0.38733948884219915, -0.13164250809403447, 0.02035099257091238, 0.06353390820496173, 0.0587893304081109, 0.022266189811909996, 0.015089542998178284, 0.007256407810555554, 0.018254079857767686]",50.2918197
Jamna Auto Industries Limited (BSE:520051),BSE:520051,Engineering/Construction,Industrials,1718,2325,2427,1491,2063,2097,5,12,3,4,3,5,37,41,44,26%,27%,27%,42%,45%,43%,40,40,40,645,744,863,191,30,170,317,226,277,436,434,468,53,56,121,0,0,0,703,550,761,1,374,90,-36,-88,-160,20,-257,92,3495,87.6,17.8,49.94,Leadership Position: [1] Company has  62 - 65% market share in commercial vehicle (CV) and Original Equipment Manufacturers (OEMs) in domestic market.,Small,335,265,231,0.13803049,0.113978495,0.134458673,0.128822553,39.89726027,1.440049444,671.3333333,882,606,756,225,-59,0.194029851,-0.554716981,903,784,685,1073,814,876,0.31220876,0.325552826,0.26369863,0.393822394,-9.790322581,0.158434296,0.036855037,0.21803653,5.011805769,1.4,15.9,14.17493661,1.797777778,0.06592501,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[2548, 2676, 2810, 2950, 3098, 3252, 3415, 3586, 3765, 3953, 4151]",FALSE,"[0.14, 0.13, 0.13, 0.12, 0.11, 0.11, 0.1, 0.1, 0.09, 0.09, 0.08]","[249.7, 243.52, 255.71, 247.8, 238.55, 250.4, 239.05, 251.02, 237.2, 249.04, 232.46]",-24.63,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0952,"[100.83, 85.33, 70.53, 60.87, 54.81, 57.04, 60.37, 63.33, 66.3, 69.63, 122.09]","[89.63, 106.67, 127.62, 155.56, 197.33, 236.92, 296.36, 380.0, 511.43, 626.67, 122.09]","[93.08, 80.0, 67.0, 58.33, 59.2, 61.6, 65.2, 81.43, 105.29, 144.62, 122.09]",0.1413,0.0655,0.1319,811.13,2850.28,937.84,2,"[160.07, 136.85000000000002, 128.09, 92.24000000000001, 41.22, 13.480000000000018, -57.31, -128.98, -274.23, -377.63, 110.37]","[140.1971437470779, 104.97919626840701, 86.06030644535909, 54.279542395510475, 21.24487067259693, 6.085064938459211, -22.65869817247556, -44.6638482600002, -83.17215443347014, -100.31334145085583, 319.5509983535432]",43.71033003
Kaushalya Infrastructure Development Corporation Limited (NSEI:KAUSHALYA),NSEI:KAUSHALYA,Engineering/Construction,Industrials,0,0,0,2,2,2,3,17,19,0,0,0,0,0,0,54%,1%,15%,0%,0%,0%,35,35,35,5,21,37,24,22,0,2,3,2,4,4,3,0,0,0,39,55,55,23,22,15,-4,1,2,5,1,4,-1,-2,-6,31.6,938,1.82,51.42,"Business Overview: [1] [2] [3] KIDCL is an ISO 9001:2008 certified integrated infrastructure company with a presence in Kolkata, North East, and Central India. The company undertakes projects for government and private sector clients, managing large civil and electrical construction projects related to infrastructure, real estate developments, acquisition and development, and sale of land. It also operates hotels and trades in school shoes and bags.",Nano,-2,-2,-2,#NAME?,#NAME?,#NAME?,#NAME?,0.033688699,inf,20,70,77,62,-6,14,1,-7.5,72,56,40,72,78,64,-0.027777778,-0.025641026,-0.03125,0,0,0,0.282051282,0.375,,1.8,18.3,,0,#NAME?,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",FALSE,"[-inf, -inf, 0.02, 0.02, 0.03, 0.04, 0.05, 0.05, 0.06, 0.07, 0.08]","[nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0952,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,0,0,0,0,0,,,,
KNR Constructions Limited (BSE:532942),BSE:532942,Engineering/Construction,Industrials,3606,4062,4429,2804,3145,3380,78,98,162,151,153,106,165,181,157,35%,36%,21%,2%,2%,1%,56,56,56,2271,2723,3498,1464,652,1262,1479,911,987,890,890,806,21,3,2,73,72,115,4287,3377,4880,-336,1194,-316,-408,67,-15,765,-1217,496,8042,286,7.35,48.81,"Services The services of the Co include construction of roads, highways, bridges and flyovers on EPC, BOT and Hybrid Annuity Model (HAM) basis. It also undertakes Irrigation projects, urban water infrastructure management and agriculture projects. [1]",Mid,1155,1070,953,0.260781215,0.263417036,0.264281753,0.262826668,28.11888112,1.815759765,4181.333333,4997,3452,4381,1469,-361,1.258874459,-0.274766355,3554,2779,2327,4816,3431,3791,0.239825581,0.311862431,0.251384859,0.264981949,-1.266666667,0.262043189,0.190032061,0.38617779,14.0599438,1.2,14.7,14.53227763,0.763225918,0.003386769,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[4650, 4883, 5127, 5383, 5653, 5935, 6232, 6544, 6871, 7214, 7575]",FALSE,"[0.26, 0.24, 0.22, 0.21, 0.19, 0.17, 0.15, 0.13, 0.12, 0.1, 0.08]","[846.3, 820.34, 789.56, 791.3, 751.85, 706.26, 654.36, 595.5, 577.16, 504.98, 424.2]",-603,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0952,"[184.17, 155.33, 128.42, 111.3, 100.0, 104.44, 110.0, 115.56, 121.11, 127.04, 222.79]","[163.7, 194.17, 232.38, 284.44, 360.0, 433.85, 540.0, 693.33, 934.29, 1143.33, 222.79]","[170.0, 145.62, 122.0, 106.67, 108.0, 112.8, 118.8, 148.57, 192.35, 263.85, 222.79]",0.0831,0.0516,0.0801,1480.16,5202.28,1711.45,2,"[682.5999999999999, 626.1700000000001, 557.18, 506.85999999999996, 391.85, 272.40999999999997, 114.36000000000001, -97.83000000000004, -357.13, -638.3499999999999, 201.41]","[595.9891954571996, 477.3494888948679, 370.86156525889163, 294.5618032593334, 198.82929121872073, 120.6856578566844, 44.236307186791194, -33.04067223285658, -105.31136880390599, -164.35385276500384, 544.0081086322461]",360.7237718
Man Industries (India) Limited (BSE:513269),BSE:513269,Engineering/Construction,Industrials,2139,2231,3142,1958,2094,2901,37,39,52,37,41,88,45,46,61,25%,25%,27%,0%,0%,12%,30,30,32,913,1102,1372,57,301,326,821,427,684,318,553,605,20,14,31,102,0,228,1379,1293,1552,451,-120,257,-119,-135,-264,-267,211,158,1732,267,16.4,46.15,"Product Portfolio Longitudinal Submerged Arc Welded Pipes (LSAW), Helically Submerged Arc Welded Pipes (HSAW), ERW Pipes, Steel bends & Stainless Steel and Coating (Single layer FBE, Internal blasting & painting, Coal tar Enamel). Company's products are products used across O&G and water sector, Hydro-Carbon & CGD Sectors. [1] Company has supplied 17,000+ KM pipes supplied since inception. [2]",Small,329,178,218,0.104710376,0.07978485,0.101916784,0.09547067,6.486891386,0.551241248,1408,1811,1307,1501,247,200,-0.051671733,0.365168539,1404,1132,943,1730,1433,1000,0.19017341,0.124214934,0.218,3.067340067,0.212471132,0.188439306,0.210048849,0.057,35.17580273,1.4,15.9,19.5323189,1.300496689,0.084022915,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[3299, 3464, 3637, 3819, 4010, 4211, 4421, 4642, 4874, 5118, 5374]",FALSE,"[0.1, 0.1, 0.1, 0.1, 0.09, 0.09, 0.09, 0.09, 0.08, 0.08, 0.08]","[230.93, 242.48, 254.59, 267.33, 252.63, 265.29, 278.52, 292.45, 272.94, 286.61, 300.94]",100.01,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0952,"[130.83, 110.0, 91.05, 79.13, 70.74, 74.44, 77.78, 81.85, 85.93, 90.37, 158.06]","[116.3, 137.5, 164.76, 202.22, 254.67, 309.23, 381.82, 491.11, 662.86, 813.33, 158.06]","[120.77, 103.12, 86.5, 75.83, 76.4, 80.4, 84.0, 105.24, 136.47, 187.69, 158.06]",0.1093,0.0544,0.1029,1050.18,3691.86,1214.48,1,"[100.1, 132.48, 163.54000000000002, 188.2, 181.89, 190.85000000000002, 200.73999999999998, 210.6, 187.01, 196.24, 142.88]","[83.74304198607055, 92.72132515851591, 95.75643281414841, 92.18881656621072, 74.53874889737062, 65.43047838175599, 57.57533934020658, 50.53306128856524, 37.54021254178309, 32.95596912648942, 165.11368659222862]",536.7897974
Vascon Engineers Limited (NSEI:VASCONEQ),NSEI:VASCONEQ,Engineering/Construction,Industrials,657,1019,1053,634,902,967,53,11,23,25,13,17,11,12,14,11%,4%,12%,0%,6%,8%,217,217,221,594,694,760,165,142,194,514,595,687,94,117,126,0,0,0,76,83,83,1320,1450,1652,33,104,-29,-13,-32,-8,-22,-44,5,1077,48.2,22.4,30.93,"Landmark Projects [1] Company has executed 200+ projects with a construction area of over 45 mn Sq ft. Some of the Landmark projects are Ruby Mills (Mumbai), Suzlon One Earth (Pune), Symbiosis College (Pune), IGI Airport Multilevel Car Parking (New Delhi), and it also received its 1st redevelopment project in Mumbai",Small,103,130,48,0.097815764,0.127576055,0.073059361,0.099483727,22.34439834,1.022792023,1474,1735,1533,1396,110,56,0.990291262,0.184615385,981,911,811,1175,1053,976,0.087659574,0.12345679,0.049180328,0.278688525,4.701298701,0.165106383,0.134852802,0.169057377,11.02311044,1.4,15.9,15.0947944,0.565824825,0.007597341,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[1106, 1161, 1219, 1280, 1344, 1411, 1482, 1556, 1634, 1715, 1801]",FALSE,"[0.1, 0.1, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.08, 0.08, 0.08]","[77.42, 81.27, 76.8, 80.64, 84.67, 88.89, 93.37, 98.03, 91.5, 96.04, 100.86]",33.49,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0952,"[44.17, 36.67, 30.53, 26.52, 23.7, 24.81, 26.3, 27.41, 28.89, 30.0, 52.97]","[39.26, 45.83, 55.24, 67.78, 85.33, 103.08, 129.09, 164.44, 222.86, 270.0, 52.97]","[40.77, 34.38, 29.0, 25.42, 25.6, 26.8, 28.4, 35.24, 45.88, 62.31, 52.97]",0.0652,0.0407,0.0628,351.97,1235.88,406.77,1,"[33.25, 44.599999999999994, 46.269999999999996, 54.120000000000005, 60.97, 64.08, 67.07000000000001, 70.62, 62.61, 66.04, 47.89]","[28.88923010976087, 33.66847888611295, 30.34816629054069, 30.841469456308577, 30.188239557648366, 27.566930684787653, 25.06908806869524, 22.934129551766713, 17.66617672146047, 16.190126790158345, 116.30290000959121]",148.2100742
Shakti Pumps (India) Limited (BSE:531431),BSE:531431,Machinery,Industrials,1179,968,1371,1068,901,1146,6,3,4,16,19,19,19,18,19,21%,25%,25%,6%,15%,6%,18,18,20,375,400,736,106,75,85,364,232,610,146,147,149,1,2,39,0,0,0,717,577,1263,17,39,54,-8,-12,-67,0,-47,192,12474,1030,32.2,51.57,"Product Offerings A) Pumps: Submersible pumps, Solar pumps, Vertical multistage centrifugal pumps, Mono end suction pumps, Pressure booster pumps, wastewater pumps, open well pumps, etc. B) Motors: Submersible motors, EV motors, surface motors, etc. C) Controllers: Universal solar pump controller, Shakti solar drive, Shakti elite soft starter, hybrid controllers, etc. D) Others: Mechanical seal, Hydro pneumatic PLC parameter setting manuals, solar structures, etc. [1]",Mid,244,86,127,0.177972283,0.088842975,0.107718405,0.124844555,12.11067961,9.098468271,852.3333333,1302,579,718,345,-7,1.139344262,-0.220930233,756,418,393,841,493,499,0.290130797,0.174442191,0.254509018,1.158045977,35.16666667,0.101070155,0.152129817,0.21242485,20.92687138,1.2,14.7,15.32935085,0.94486561,0.048869438,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[1508, 1659, 1808, 1953, 2109, 2278, 2437, 2584, 2739, 2903, 3048]",FALSE,"[0.18, 0.17, 0.17, 0.16, 0.15, 0.15, 0.14, 0.14, 0.13, 0.13, 0.12]","[190.01, 197.42, 215.15, 218.74, 221.44, 239.19, 238.83, 253.23, 249.25, 264.17, 256.03]",94.31,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1888,"[114.17, 100.67, 78.42, 63.04, 57.78, 62.59, 58.89, 54.44, 57.41, 60.74, 67.8]","[101.48, 125.83, 141.9, 161.11, 208.0, 260.0, 289.09, 326.67, 442.86, 546.67, 67.8]","[105.38, 94.38, 74.5, 60.42, 62.4, 67.6, 63.6, 70.0, 91.18, 126.15, 67.8]",0.1705,0.0767,0.1595,775.95,2671.41,883.41,1,"[75.83999999999999, 96.74999999999999, 136.73000000000002, 155.70000000000002, 163.66, 176.6, 179.94, 198.79, 191.84, 203.43, 188.22999999999996]","[65.7594961207151, 72.73966198519807, 89.13417951957014, 88.00943286097815, 80.212732126663, 75.05015853082602, 66.30538228104328, 63.51491969564452, 53.14721819417379, 48.86709514704702, 437.7411127680883]",261.8197182
Adani Enterprises Limited (BSE:512599),BSE:512599,Retail (Distributors),Industrials,69420,127540,96421,65707,118722,85044,1012,834,1146,2526,3969,4555,"1,248","2,436","3,042",50%,32%,33%,14%,6%,5%,110,114,114,22147,32937,38962,41604,53200,65310,37726,55027,56200,30123,56881,65978,23544,24025,35180,4292,6310,8701,43627,54062,50728,1385,17626,10312,-17041,-15459,-18767,15901,-1198,8879,263967,2287,46.8,73.97,"Part of Adani Group of companies [1] Incorporated in 1993, Adani Enterprise Ltd. (AEL) is the flagship Company of the Adani Group and acts as the Groupâs incubator for new businesses. All the listed companies/businesses viz â Adani Power Ltd., Adani Transmission ltd., Adani Ports and Special Economic Zone Ltd., Adani Gas Ltd, Adani Green Energy Ltd., and Adani Wilmar Ltd. were initially incubated under AEL and are now functioning independently.",Large,15932,12787,6239,0.165233715,0.100258742,0.089873235,0.118455231,115.4206384,2.737650512,49472.33333,94609,84397,71463,9039,-4367,-0.610595029,-1.550480957,39076,33051,22257,104386,86251,63861,0.152625831,0.148253354,0.09769656,-1.715963606,2.595801697,0.625658613,0.616804443,0.651477428,6.835495848,1,13.5,9.330295574,0.600428428,0.194636023,"[20, 18, 17, 16, 14, 12, 11, 10, 8, 6, 5]","[115705, 136532, 159743, 185301, 211244, 236593, 262618, 288880, 311990, 330710, 347245]",TRUE,"[0.17, 0.16, 0.15, 0.14, 0.13, 0.12, 0.11, 0.11, 0.1, 0.09, 0.08]","[13768.89, 15291.58, 16773.02, 18159.5, 19223.2, 19873.81, 20221.59, 22243.76, 21839.3, 20834.73, 19445.72]",8109.76,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0816,"[16070.0, 13884.67, 12216.32, 11112.17, 9608.52, 9388.52, 9638.89, 9726.67, 8559.26, 6933.33, 11915.27]","[14284.44, 17355.83, 22105.71, 28397.78, 34590.67, 38998.46, 47318.18, 58360.0, 66028.57, 62400.0, 11915.27]","[14833.85, 13016.88, 11605.5, 10649.17, 10377.2, 10139.6, 10410.0, 12505.71, 13594.12, 14400.0, 11915.27]",0.0985,0.0422,0.0922,119053.62,401754.91,133447.3,1,"[-2301.1100000000006, 1406.9099999999999, 4556.700000000001, 7047.33, 9614.68, 10485.29, 10582.7, 12517.089999999998, 13280.039999999999, 13901.4, 7530.450000000001]","[-2104.7322591749603, 1177.023874516494, 3486.8147153652367, 4932.4480459333745, 6155.0590435017475, 6139.560923536833, 5667.777976426897, 6131.675980558506, 5950.242740578162, 5697.093114814993, 71268.5898841913]",1294.325603
